"","state","solution_level","fw_kg_per_capita","scenario","conversion_factor","diversion_potential_kg_per_capita"
"897","VT","All",236.775285,"alternative","high",89.8122794204189
"898","VT","All",236.775285,"alternative","low",44.9061397102095
"899","VT","All",236.775285,"baseline","high",78.5356556750932
"900","VT","All",236.775285,"baseline","low",39.2678278375466
"901","VA","Prevention",222.260325,"alternative","high",0.769407206767631
"902","VA","Prevention",222.260325,"alternative","low",0.384703603383815
"903","VA","Prevention",222.260325,"baseline","high",0.244812556120816
"904","VA","Prevention",222.260325,"baseline","low",0.122406278060408
"905","VA","Rescue",222.260325,"alternative","high",2.70965103213798
"906","VA","Rescue",222.260325,"alternative","low",1.35482551606899
"907","VA","Rescue",222.260325,"baseline","high",1.63872891849571
"908","VA","Rescue",222.260325,"baseline","low",0.819364459247857
"909","VA","Animal Feed",222.260325,"alternative","high",1.31561652744052
"910","VA","Animal Feed",222.260325,"alternative","low",0.657808263720259
"911","VA","Animal Feed",222.260325,"baseline","high",1.31561652744052
"912","VA","Animal Feed",222.260325,"baseline","low",0.657808263720259
"913","VA","Recycling",222.260325,"alternative","high",18.2013134823679
"914","VA","Recycling",222.260325,"alternative","low",9.10065674118395
"915","VA","Recycling",222.260325,"baseline","high",15.7149738112102
"916","VA","Recycling",222.260325,"baseline","low",7.85748690560508
"917","VA","All",222.260325,"alternative","high",22.995988248714
"918","VA","All",222.260325,"alternative","low",11.497994124357
"919","VA","All",222.260325,"baseline","high",18.9141318132672
"920","VA","All",222.260325,"baseline","low",9.4570659066336
"921","WA","Prevention",458.128425,"alternative","high",0.591007574658519
"922","WA","Prevention",458.128425,"alternative","low",0.29550378732926
"923","WA","Prevention",458.128425,"baseline","high",0.181092243903888
"924","WA","Prevention",458.128425,"baseline","low",0.090546121951944
"925","WA","Rescue",458.128425,"alternative","high",23.4934039199821
"926","WA","Rescue",458.128425,"alternative","low",11.7467019599911
"927","WA","Rescue",458.128425,"baseline","high",11.360825012466
"928","WA","Rescue",458.128425,"baseline","low",5.68041250623299
"929","WA","Animal Feed",458.128425,"alternative","high",5.99789126959189
"930","WA","Animal Feed",458.128425,"alternative","low",2.99894563479595
"931","WA","Animal Feed",458.128425,"baseline","high",5.99789126959189
"932","WA","Animal Feed",458.128425,"baseline","low",2.99894563479595
"933","WA","Recycling",458.128425,"alternative","high",22.4903035405752
"934","WA","Recycling",458.128425,"alternative","low",11.2451517702876
"935","WA","Recycling",458.128425,"baseline","high",20.4397089213146
"936","WA","Recycling",458.128425,"baseline","low",10.2198544606573
"937","WA","All",458.128425,"alternative","high",52.5726063048077
"938","WA","All",458.128425,"alternative","low",26.2863031524039
"939","WA","All",458.128425,"baseline","high",37.9795174472764
"940","WA","All",458.128425,"baseline","low",18.9897587236382
"941","WV","Prevention",197.76633,"alternative","high",4.38609554884221
"942","WV","Prevention",197.76633,"alternative","low",2.1930477744211
"943","WV","Prevention",197.76633,"baseline","high",1.43466861212338
"944","WV","Prevention",197.76633,"baseline","low",0.717334306061689
"945","WV","Rescue",197.76633,"alternative","high",2.15297026762866
"946","WV","Rescue",197.76633,"alternative","low",1.07648513381433
"947","WV","Rescue",197.76633,"baseline","high",1.27276192802472
"948","WV","Rescue",197.76633,"baseline","low",0.636380964012359
"949","WV","Animal Feed",197.76633,"alternative","high",0.769834885664868
"950","WV","Animal Feed",197.76633,"alternative","low",0.384917442832434
"951","WV","Animal Feed",197.76633,"baseline","high",0.769834885664868
"952","WV","Animal Feed",197.76633,"baseline","low",0.384917442832434
"953","WV","Recycling",197.76633,"alternative","high",16.2297673307381
"954","WV","Recycling",197.76633,"alternative","low",8.11488366536904
"955","WV","Recycling",197.76633,"baseline","high",14.0157105640058
"956","WV","Recycling",197.76633,"baseline","low",7.00785528200291
"957","WV","All",197.76633,"alternative","high",23.5386680328738
"958","WV","All",197.76633,"alternative","low",11.7693340164369
"959","WV","All",197.76633,"baseline","high",17.4929759898188
"960","WV","All",197.76633,"baseline","low",8.74648799490939
"961","WI","Prevention",537.960705,"alternative","high",0.633743232172322
"962","WI","Prevention",537.960705,"alternative","low",0.316871616086161
"963","WI","Prevention",537.960705,"baseline","high",0.217553228490082
"964","WI","Prevention",537.960705,"baseline","low",0.108776614245041
"965","WI","Rescue",537.960705,"alternative","high",3.16304743773587
"966","WI","Rescue",537.960705,"alternative","low",1.58152371886794
"967","WI","Rescue",537.960705,"baseline","high",1.59162381836144
"968","WI","Rescue",537.960705,"baseline","low",0.795811909180719
"969","WI","Animal Feed",537.960705,"alternative","high",4.85720217000087
"970","WI","Animal Feed",537.960705,"alternative","low",2.42860108500044
"971","WI","Animal Feed",537.960705,"baseline","high",4.85720217000087
"972","WI","Animal Feed",537.960705,"baseline","low",2.42860108500044
"973","WI","Recycling",537.960705,"alternative","high",31.1194575598766
"974","WI","Recycling",537.960705,"alternative","low",15.5597287799383
"975","WI","Recycling",537.960705,"baseline","high",29.2052798855447
"976","WI","Recycling",537.960705,"baseline","low",14.6026399427724
"977","WI","All",537.960705,"alternative","high",39.7734503997857
"978","WI","All",537.960705,"alternative","low",19.8867251998928
"979","WI","All",537.960705,"baseline","high",35.8716591023971
"980","WI","All",537.960705,"baseline","low",17.9358295511986
"981","WY","Prevention",200.487885,"alternative","high",4.7459781224359
"982","WY","Prevention",200.487885,"alternative","low",2.37298906121795
"983","WY","Prevention",200.487885,"baseline","high",1.52692909250246
"984","WY","Prevention",200.487885,"baseline","low",0.763464546251232
"985","WY","Rescue",200.487885,"alternative","high",0.910779789727405
"986","WY","Rescue",200.487885,"alternative","low",0.455389894863703
"987","WY","Rescue",200.487885,"baseline","high",0.606889550161957
"988","WY","Rescue",200.487885,"baseline","low",0.303444775080978
"989","WY","Animal Feed",200.487885,"alternative","high",0.618683963389509
"990","WY","Animal Feed",200.487885,"alternative","low",0.309341981694755
"991","WY","Animal Feed",200.487885,"baseline","high",0.618683963389509
"992","WY","Animal Feed",200.487885,"baseline","low",0.309341981694755
"993","WY","Recycling",200.487885,"alternative","high",17.4741312328069
"994","WY","Recycling",200.487885,"alternative","low",8.73706561640344
"995","WY","Recycling",200.487885,"baseline","high",14.9655355548177
"996","WY","Recycling",200.487885,"baseline","low",7.48276777740887
"997","WY","All",200.487885,"alternative","high",23.7495731083597
"998","WY","All",200.487885,"alternative","low",11.8747865541798
"999","WY","All",200.487885,"baseline","high",17.7180381608717
"1000","WY","All",200.487885,"baseline","low",8.85901908043583
